ソンリム	Songnim
キンク	Kink
キンクス	Kinks
キング	King
キングギドラ	Kingugidora
キングスタウン	Kingstown
キングストン	Kingston
キングスランド	Kingsland
キングスレイ	Kingsley
キングズクリア	Kingsclere
キングズバリ	Kingsbury
キングズビル	Kingsville
キングズミル	Kingsmill
キングズレイ	Kingsley
キングダム	Kingdom
キングドン	Kingdon
キングマン	Kingman
キンケイド	Kincaid
キンケル	Kinkel
キンゴ	Kingo
キンシャサ	Kinshasa
キンズマン	Kinsman
キンセラ	Kinsella
キンゼイ	Kinsey
キンタナ	Quintana
キンタナル	Quintanar
キンタロウ	Kintarou
キンタンポ	Kintampo
キンチ	Kinch
キンチッヒ	Kinzig
キンチンジュンガ	Kinchinjunga
キンテロ	Quintero
キンデュ	Kindu
キンデル	Kyndel
キント	Kind
キンドル	Kindle
キンナ	Cinna
キンナマン	Kinnaman
キンナモス	Kinnamos
キンネレテ	Chinnereth
キンバ	Kimba
キンバヤ	Quimbaya
キンバング	Kimbangu
キンピナ	Cimpina
キンプルング	Cimpulung
キンベ	Kimbe
キンベル	Kimbel
キンボル	Kimball
キンメル	Kimmel
キンモクセイ	Kinmokusei
キンロス	Kinross
ギア	Geer
ギアツ	Geertz
ギアナ	Guiana
ギアニス	Giannis
ギイ	Guy
ギエルシュ	Giersz
ギエレク	Gierek
ギオ	Guiot
ギカ	Ghika
ギガス	gigas
ギクユ	Kikuyu
ギグ	Gig
ギグス	Giggs
ギゴン	Gigon
ギザ	Al-Jizah
ギシュツキ	Gizycki
ギジ	Gysi
ギジガ	Gizhiga
ギジキス	Gizikis
ギジツコ	Gizycko
ギスキア	Gischia
ギスボン	Gisborne
ギスリ	Gisli
ギズモ	gizmo
ギゼラ	Gisela
ギゼンガ	Gizenga
ギタラ	Ghitalla
ギッシュ	Gish
ギッシング	Gissing
ギット	Guit
ギッピウス	Gippius
ギッブス	Gibbs
ギップ	Gipp
ギデオン	Gideon
ギデスケ	Gidske
ギデンス	Giddens
ギデンズ	Giddens
ギトリス	Gitlis
ギトルソン	Gittelson
ギトン	Guitton
ギドリ	Guitry
ギドン	Gidon
ギナ	Gina
ギニア	Guinea
ギニエ	Guinier
ギニヤンガン	Guinayangan
ギニル	Ginir
ギヌフ	Hinukh
ギネス	Guinness
ギノカステル	Gjinokaster
ギノット	Ginott
ギバルシュ	Guivarch
ギヒテル	Gichtel
ギビリスコ	Gibilisco
ギビン	Gibin
ギビングズ	Gibbings
ギフ	Giff
ギブ	Gibb
ギブス	Gibusu
ギブスン	Gibusun
ギブズ	Gibbs
ギブズスミス	Gibbs-Smith
ギブソン	Gibson
ギブリン	Giblin
ギプス	Gipps
ギプスコア	Guipuzcoa
ギプスランド	Gippsland
ギベア	Gibeah
ギベオン	Gibeon
ギベリナ	Ghibellina
ギボシ	Giboshi
ギボン	Gibbon
ギボンズ	Gibbons
ギマランイス	Guimaraes
ギマランエス	Guimaraes
ギムスン	Gimson
ギムリ	Gimli
ギメ	Guimet
ギメラ	Guimera
ギャウロフ	Ghiaurov
ギャオス	Gyaosu
ギャザラ	Gazzara
ギャス	Gass
ギャスケル	Gaskell
ギャスコイン	Gascoigne
ギャスマン	Gassman
ギャスライト	Gathright
ギャズ	Gaz
ギャッチ	Gatch
ギャッツ	Gatz
ギャニオン	Gagnon
ギャネンドラ	Gyanendra
ギャノング	Ganong
ギャバン	Gabin
ギャビン	Gavin
ギャムズ	Gambs
ギャムレイ	Gamley
ギャメル	Gammell
ギャモン	Gammon
ギャラガ	Galaga
ギャラップ	Gallup
ギャラン	Gallun
ギャランス	Garance
ギャランタ	Galanter
ギャラント	Gallant
ギャリオッホ	Garioch
ギャリガン	Garrigan
ギャリコ	Gallico
ギャリスン	Gyarisun
ギャリソン	Garrison
ギャリック	Garrick
ギャルビン	Galvin
ギャルピン	Galpin
ギャルロン	Galeron
ギャレス	Gareth
ギャレット	Garret
ギャレットソン	Garretson
ギャレルス	Garrels
ギャレンソン	Galenson
ギャレント	Galento
ギャロ	Gallo
ギャロス	Garros
ギャロット	Garrot
ギャロッド	Garrod
ギャンガン	Guingamp
ギャンジ	Gange
ギャンゼル	Ganzel
ギャンブル	Gamble
ギャンペル	Gampel
ギャンボルド	Gambold
ギヤ	Gear
ギュイ	Guy
ギュイエンヌ	Guyenne
ギュウゾウ	Gyuuzou
ギュエノ	Guyenot
ギュオン	Guyon
ギュスドルフ	Gusdorf
ギュゼレフ	Gyuzelev
ギュット	Guth
ギュツラフ	Gutzlaff
ギュトン	Gutton
ギュネイ	Guney
ギュビック	Guillevic
ギュボン	Guillebon
ギュミュシュハネ	Gumushane
ギュラルニック	Guralnick
ギュリッヒ	Gullich
ギュル	Gul
ギュルガン	Gurgand
ギュルセル	Gursel
ギュルダン	Guldin
ギュルビッチ	Gurvitch
ギュルレル	Gurler
ギュワソル	Guisol
ギュンアルタイ	Gunaltay
ギュンギョル	Gungor
ギュンセリ	Gunseli
ギュンツブルク	Gunzburg
ギュンテキン	Guntekin
ギュンテルト	Guntert
ギュント	Gynt
ギュンメル	Gummel
ギユモ	Guillemot
ギョオム	Guillaume
ギョルゲニ	Gheorghieni
ギヨ	Guillot
ギヨタン	Guillotin
ギヨン	Guillon
ギラ	Gila
ギラシュ	Gierasch
ギラマン	Guiramand
ギラルダンク	Guiraldenq
ギラン	Gouiran
ギリ	Gili
ギリア	Ghiglia
ギリアット	Gilliat
ギリアナ	Giuliana
ギリアム	Gilliam
ギリガン	Gilligan
ギリシア	Greece
ギリシク	Girishk
ギリシャ	Greece
ギリシヤ	Graecia
ギリジ	Giridih
ギリジン	Gilzin
ギリス	Gillis
ギリック	Gillick
ギリロフ	Gililov
ギリンガム	Gillingham
ギリング	Gilling
ギル	Ghil
ギルガメシュ	Gilgamesh
ギルガメッシュ	Gilgamesh
ギルガル	Gilgal
ギルギット	Gilgit
ギルクリスト	Gilchrist
ギルシュマン	Ghirshman
ギルス	Gils
ギルダ	Gilda
ギルデイ	Gilday
ギルデロイ	Gilderoy
ギルド	Guild
ギルピン	Gilpin
ギルブ	Gilb
ギルブレス	Gilbreth
ギルボア	Gilboa
ギルマン	Gilman
ギルモア	Gilmore
ギルランダイオ	Ghirlandajo
ギルレイ	Gillray
ギルロイ	Gilroy
ギレ	Guilet
ギレアデ	Gilead
ギレスン	Giresun
ギレッセン	Gillessen
ギレリス	Gilels
ギレルム	Guillerm
ギレルモ	Guillermo
ギレン	Gillen
ギレンコ	Girenko
ギレンセン	Gillenssen
ギロ	Gilo
ギロネルラ	Gironella
ギン	Ginn
ギングリッチ	Gingrich
ギンケル	Ginkel
ギンズ	Gins
ギンズブルク	Ginzburg
ギンズブルグ	Ginzbourg
ギンズベルク	Ginzberg
ギンタス	Gintis
ギンツカイ	Ginzkey
ギンブタス	Gimbutas
ギンベル	Gimbel
ギンペル	Gimpel
クアッケルナック	Quackernack
クアトロ	Quatro
クアドリ	Quadri
クアナサド	Kuanasado
クアマト	Cuamato
クアルコム	Qualcomm
クアレンギ	Quarenghi
クアロア	Kualoa
クアロン	Cuaron
クアンガイ	Quang-ngai
クアンジュ	Kwangju
クアンタン	Kuantan
クアンチ	Quang-tri
クアンナム	QuangNam
クイ	Gui
クイアバ	Cuiaba
クイクル	Cuicul
クイケン	Kuijken
クイズイル	Kyzyl
クイズイルキヤ	Kyzyl-Kiya
クイタ	Kuita
クイチョウ	Guizhou
クイック	Quick
クイッツ	Kwitz
クイナナ	Kwinana
クイピン	Guiping
クイヤン	Guiyang
クイユ	Queuille
クイラパ	Cuilapa
クイリチ	Quilici
クイリニウス	Quirinius
クイリン	Guilin
クイルシン	Quilcene
クイロン	Quilon
クイン	Quin
クインケ	Quincke
クインスランド	Queensland
クインズタウン	Queenstown
クインズランド	Queensland
クインチルス	Quintillus
クイントン	Quinton
クインビヤン	Queanbeyan
クインラン	Quinlan
クウ	Kuh
クウエイト	Kuwait
クウツスミス	Coutts-Smith
クエイ	Quay
クエイド	Quade
クエス	Kues
クエスタ	Questa
クエステル	Questel
クエチアピン	Quetiapine
クエッケンボス	Quackenbos
クエッタ	Quetta
クエツケンボス	Quackenbos
クエネット	Quennet
クエバ	Cueva
クエバス	Cuevas
クエラ	Quella
クエリャル	Cuellar
クエルシア	Quercia
クエルダ	Cuerda
クエルチ	Querci
クエルナバカ	Cuernavaca
クエロン	Coueron
クエンカ	Cuenca
クオ	Kuo
クオスマネン	Kuosmanen
クオピオ	Kuopio
クオモ	Cuomo
クオヤン	Guoyang
クオルニエ	Cuorgne
クカモンガ	Cucamonga
クカリ	Cucari
クカルビ	Kukarubi
クカワ	Kukawa
クキアイ	Kukiai
クキエ	Kukie
ククシキン	Kukushkin
ククタ	Cucuta
ククック	Kuckuck
ククリ	Kukuri
ククルカン	Kukulcan
ククレビツ	Kuklewicz
クケス	Kukes
クコ	Kuko
クサ	Kusa
クサマ	Kusama
クサラ	Xsara
クサンテイ	Xanthi
クサンテン	Xanten
クザルネッキ	Czarnecki
クシ	Cuchi
クシカ	Kushka
クシシトフ	Xrzysztof
クシシュトフ	Krzysztof
クシストフ	Krzystof
クシナガラ	Kushinagar
クシバ	Kushva
クシュカ	cushka
クシュチュ	Kuscu
クシワント	Khushwant
クジヌ	Couzinou
クジャン	Kujang
クジュイビツキ	Krzywicki
クジルオルダ	Kyzylorda
クス	Kusu
クスコ	Cuzco
クスス	Qusus
クスタナイ	Kustanai
クステル	Custer
クストフ	Kustov
クスマ	Kusma
クスマウル	Kussmaul
クズイルオルダ	Kzyl-Orda
クズネッツ	Kuznets
クズネツク	Kuznetsk
クズバス	Kuzbass
クズマ	Kuzma
クズミン	Kuzmin
クズレ	Kuzure
クセナキス	Xenakis
クセノパネス	Xenophanes
クセノプロス	Xenopoulos
クセノポル	Xenopol
クセノポン	Xenophon
クセルクセス	Xerxes
クセルゴン	Csergo
クセロン	Xceron
クゼ	Czes
クソン	Kusong
クタ	Kuta
クタイシ	Kutaisi
クタパン	Ketapang
クタホフ	Kutakhov
クタラジャ	Kutaradja
クタンプチ	Ketamputih
クダッチ	Kudacchi
クダト	Kudat
クダバ	Kuduba
クチ	Kuty
クチアラ	Koutiala
クチナ	Kutina
クチネリ	Cucinelli
クチノッタ	Cucinotta
クチマ	Ktima
クチム	Kutim
クチャ	Kuqa
クチン	Kuching
クチンスカヤ	Kuchinskaya
クッカロ	Cuccaro
クッキ	Cucchi
クック	Cook
クックス	Coox
クックソン	Cookson
クックタウン	Cooktown
クックハウス	Cookhouse
クッシ	Kudsi
クッシュ	Kusch
クッシュマン	Cushman
クッシング	Cushing
クッチュバッハ	Kutzschbach
クツリク	Kutulik
クテシビオス	Ctesibius
クテル	Coutelle
クトネベツ	Kutonebetsu
クトノ	Kutno
クトムビア	Kutumbiah
クトラ	Coutras
クナイス	Kneihs
クナイゼル	Kneisel
クナイプ	Kneipp
クナウス	Knaus
クナウプ	Knaup
クナシャク	Kunashak
クニ	Kuni
クニア	Kunia
クニエ	Kunie
クニオ	Kunio
クニシン	Knyszyn
クニスナ	Knysna
クニッゲ	Knigge
クニッテル	Knittel
クニッピング	Knipping
クニッペル	Knipper
クニッペルス	Knippers
クニドス	Knidos
クニフケ	Kniffke
クニプハウゼン	Knyphausen
クニミ	Kunimi
クニャル	Cunhal
クニヤ	Cunha
クニヤゼフ	Kniazev
クニヨシ	Kuniyoshi
クニン	Knin
クヌム	Khnum
クネオ	Cuneo
クネジャ	Knezha
クネソエ	Kunesoe
クネトカ	Kunetka
クネヒト	Knecht
クネフ	Knef
クネリス	Kounellis
クノス	Kunnoss
クノソス	Knossos
クノッセン	Cnossen
クノッソス	Knossos
クノップ	Knop
クノップフ	Khnopff
クノッホ	Knoch
クノテク	Knotek
クノル	Knorr
クハルスキイ	Kucharsky
クバ	Kuba
クバカ	Kubaka
クバタン	Cubatao
クバラン	Kvaran
クバリッチ	Kubarych
クバルダ	Kvarda
クパン	Kupang
クヒオ	Kuhio
クビアック	Kubiak
クビシタ	Kubista
クビジニ	Kwidzyn
クビステク	Chwistek
クビスリング	Quisling
クビッシュ	Kubisch
クビニ	Kubinyi
クビリャン	Covilhao
クピアグア	Cupiagua
クピシキス	Kupishkis
クピド	Cupid
クピャンスク	Kupyansk
クフ	Khufu
クフシュタイン	Kufstein
クフタ	Kuchta
クフラ	Kufra
クブキ	Kubuki
クブリ	Kubri
クプカ	Kupka
クプコビチ	Kupkovic
クプレ	Couplet
クベラゲルジ	Hveragerdhi
クベリング	Kvering
クベルカ	Kubelka
クペメ	Kpeme
クボタ	Kubota
クボノ	Kubono
クポン	Kpong
クマ	Kuma
クマイ	Kumai
クマエ	Cumae
クマシ	Kumasi
クマナ	Cumana
クマノ	Kumano
クマノボ	Kumanovo
クマヤ	Kumaya
クマラ	Chmara
クマリン	Kumarin
クミ	Kumi
クミエ	Kumie
クミコ	Kumiko
クミヱ	Kumie
クム	Qum
クムカレ	Kumkale
クムタ	Kumta
クムラハル	Kumrahar
クムラン	Qumran
クムル	Kumul
クメルタウ	Kumertau
クメント	Kmentt
クヤウジ	Kuyauji
クヤラ	Kujala
クヨネ	Lyonnais
クラ	Kura
クラアンビュル	Krahenbuhl
クライ	Klaj
クライオ	Clio
クライゲル	Krajger
クライザ	Kriza
クライシュ	Quraysh
クライシュテルス	Clijsters
クライス	Kreis
クライスト	Kleist
クライゼナハ	Creizenach
クライゼン	Claisen
クライトックス	krytox
クライトン	Crichton
クライド	Clyde
クライドバンク	Clydebank
クライドルフ	Kreidolf
クライニク	Crainic
クライネフ	Krainev
クライネルト	Kleinert
クライノフ	Krainov
クライバウム	Kreibaum
クライビヒ	Kreibig
クライブ	Clive
クライブル	Kleibl
クライペダ	Klaipeda
クライマ	Clima
クライマックス	Climax
クライムズ	Chrimes
クライリング	Kreilng
クライル	Crile
クライン	Cline
クラインク	Kleinke
クラインクネヒト	Kleinknecht
クラインシュミット	Kleinschmidt
クラインズ	Clynes
クラインゾルゲ	Kleinsorge
クラインバウム	Kleinbaum
クラインロック	Kleinrock
クラインロッゲ	Klein-Rogge
クラウ	Claugh
クラウジウス	Clausius
クラウジオ	Claudio
クラウス	Claus
クラウズ	Clouse
クラウセン	Claussen
クラウゼ	Krause
クラウゼビッツ	Clausewitz
クラウゼンブルク	Klausenburg
クラウデン	Crowden
クラウト	Clout
クラウド	Cloud
クラウベル	Klauwell
クラウベルク	Clauberg
クラウル	Crowle
クラウン	Crowne
クラカウ	Krakau
クラカウチン	Curacautin
クラカトア	Krakatoa
クラカビ	Curacavi
クラカンプ	Krakamp
クラクシ	Craxi
クラクストン	Claxton
クラクフ	Krakow
クラクマルニク	Krachmalnick
クラグエバツ	Kragujevac
クラグストン	Clugston
クラグマン	Klugman
クラコ	Kurako
クラコフ	Kulakov
クラコフスキ	Krakowski
クラシ	Kullashi
クラシキアヌス	Classicianus
クラシクス	Classicus
クラシツキ	Krasicki
クラシニク	Krasnik
クラシニスキ	Krasinski
クラシュア	Classure
クラシン	Krasin
クラジュキ	Krasucki
クラジョ	Courajod
クラス	Kras
クラスカル	Kruskal
クラスキノ	Kraskino
クラスチケ	Kruschke
クラストル	Clastres
クラスナ	Krasna
クラスナル	Crasnaru
クラスニスタフ	Krasnsstaw
クラスノカムスク	Krasnokamsk
クラスノゴルスク	Krasnogorsk
クラスノダル	Krasnodar
クラスノドン	Krasnodon
クラスノフ	Krasnoff
クラスノボツク	Krasnovodsk
クラスノヤルスク	Krasnoyarsk
クラスノワ	Krasnova
クラダップ	Crudup
クラチウン	Craciun
クラチット	Cratchit
クラチュコ	Kraczko
クラック	Kullak
クラックネル	Cracknell
クラックマナン	Clackmannan
クラッグ	Cragg
クラッグス	Craggs
クラッシュ	Krashs
クラッスス	Crassus
クラッセ	Crasset
クラッセルト	Krasselt
クラッセン	Classen
クラッチ	Klutch
クラッツ	Kratz
クラッツマン	Klatzmann
クラッテンデン	Cruttenden
クラット	Klatt
クラットサップ	Clatsop
クラッフ	Cluff
クラッフス	Klafs
クラッブ	Crabbe
クラップ	Clap
クラッベ	Crabbe
クラッベンダイケ	Krabbendijke
クラッペ	Krappe
クラッペサトル	Clapesattle
クラテウス	Crateus
クラト	Crato
クラトビ	Klatovy
クラトボ	Kratovo
クラドック	Cradock
クラドニ	Chladni
クラドノ	Kladno
クラナック	Crannach
クラナッハ	Cranach
クラナド	Clannad
クラナハ	Cranach
クラネルト	Klanert
クラノ	Kurano
クラノン	Krannon
クラハン	Crahan
クラバッシ	Clabassi
クラバル	Claval
クラパム	Clapham
クラビウス	Clavius
クラビッツ	Kravitz
クラビヘロ	Clavijero
クラピッシュ	Klapisch
クラフ	Clough
クラフカ	Krafka
クラフチュク	Kravchuk
クラフツ	Crafts
クラフト	Craft
クラフトエビング	Krafft-Ebing
クラブ	Crab
クラプカ	Klapka
クラプトン	Clapton
クラプフ	Krapf
クラベリア	Claveria
クラベル	Clavel
クラペイロン	Clapeyron
クラマトルスク	Kramatorsk
クラマリヒ	Kramarich
クラム	Cram
クラムコウ	Kremkau
クラムスコイ	Kramskoi
クラムホルツ	Krumholtz
クラムリッヒ	Kramlich
クラムルズ	Crummles
クラヨバ	Craiova
クララ	Kurara
クララベル	Clarabelle
クラランス	Clarins
クラリオン	Clarion
クラリス	Claris
クラリチ	Klaric
クラリッセ	Clarice
クラリネス	Clarines
クラル	Krall
クラルク	Clarke
クラルバイン	Klarwein
クラレト	Claret
クラレンス	Clarens
クラレンドン	Clarendon
クラン	Kelang
クラングル	Crangle
クランケ	Krancke
クランコ	Cranko
クランサック	Cransac
クランショウ	Cranshaw
クランス	Clance
クランスコプ	Kranskop
クランストン	Cranston
クランタン	Kelantan
クランツ	Cranz
クランテ	Clante
クラントン	Clanton
クランドン	Crandon
クランハルス	Krannhals
クランブルック	Cranbrook
クランプ	Crump
クランプトン	Crampton
クランペット	Clampett
クランペン	Krampen
クリア	Kuria
クリアカン	Culiacan
クリアス	Clias
クリアンサック	Kriangsak
クリアンス	Cleanth
クリエ	Kurie
クリエリ	Cuglieri
クリエンス	Kriens
クリオ	Curio
クリオナ	Kuriona
クリガン	Cregan
クリク	Kulik
クリクトン	Crichton
クリグラム	Kurigram
クリコ	Curico
クリコフ	Kulikov
クリコフスキ	Kulikowski
クリコロ	Koulikoro
クリサ	Krisa
クリサイン	Crecine
クリシナナガル	Krishnanagar
クリシュコ	Kliszko
クリシュトフ	Krystof
クリシュナ	Krishna
クリシュナガル	Krishnagar
クリシュナン	Krishnan
クリジャイ	Krizaj
クリス	Chris
クリスクオロ	Criscuolo
クリスタ	Christa
クリスタナ	Kristanna
クリスタル	Cristal
クリスタン	Christin
クリスチアナ	Christianna
クリスチアニア	Kristiania
クリスチナ	Cristina
クリスチノ	Cristino
クリスチャニア	Christiania
クリスチャン	Christien
クリスチャンズ	Christians
クリスチャンセン	Christiansen
クリステスク	Cristescu
クリステセン	Christesen
クリステバ	Kristeva
クリステル	Christer
クリステルス	Clijsters
クリステン	Christen
クリステンセン	Kristensen
クリステンゼン	Christensen
クリステンソン	Christenson
クリスト	Christ
クリストウ	Christou
クリストス	Christos
クリストバル	Cristobal
クリストフ	Christoff
クリストフル	Christofle
クリストマン	Christman
クリストル	Kristol
クリスピ	Crispi
クリスピエン	Crispien
クリスピノ	Crispino
クリスピン	Crispin
クリスプ	Crisp
クリスプス	Crispus
クリスポ	Crispo
クリスマス	Christmas
クリスラア	Kreisler
クリゼロウ	Clitherow
クリソストムス	Chrysostom
クリソストモス	Chrisostomus
クリソルド	Clissold
クリソログス	Chrysologus
クリダ	Clidat
クリチカ	Klicka
クリチバ	Curitiba
クリック	Crick
クリックステイン	Krickstein
クリックメイ	Crickmay
クリッソン	Clisson
クリッチ	Kulich
クリッツ	Kritz
クリッヒバウム	Krichbaum
クリッブ	Cribb
クリップス	Cripps
クリッペンドルフ	Krippendorff
クリツマン	Kritzman
クリテンドン	Crittenden
